,USFLUX,MEANGAM,MEANGBT,MEANGBZ,MEANGBH,MEANJZD,TOTUSJZ,MEANALP,MEANJZH,TOTUSJH,ABSNJZH,SAVNCPP,MEANPOT,TOTPOT,MEANSHR,SHRGT45,ERRVF,ERRGAM,ERRBT,ERRBZ,ERRBH,ERRJZ,ERRUSI,ERRALP,ERRMIH,ERRTAI,ERRJHT,ERRMPOT,ERRTPOT,ERRMSHA
2012-03-07 02:00:00,5.601209e+22,52.793,97.254,114.428,65.707,0.02648145,91172110000000.0,-0.05661405,-0.03565499,5865.261,2549.082,86168970000000.0,18269.25,1.734662e+24,46.709,49.074,1.2168e+19,0.012,0.104,0.091,0.111,0.03347419,317836900000.0,0.00056871,0.00035841,25.624,1239875000000.0,10.11653,9.605633e+20,0.0
2012-03-07 03:00:00,5.61001e+22,53.145,95.822,112.644,65.669,0.00253355,90773760000000.0,-0.05628116,-0.03476173,5807.865,2525.405,86242530000000.0,18194.0,1.755401e+24,46.99,49.35,1.214483e+19,0.012,0.102,0.089,0.108,0.03259575,314491700000.0,0.00057291,0.00035407,25.723,1227022000000.0,9.999353,9.647618e+20,0.0
2012-03-07 04:00:00,5.637634e+22,53.137,94.509,110.81,64.475,0.03768847,90987360000000.0,-0.0568037,-0.03391466,5813.196,2524.234,87511830000000.0,17852.78,1.764682e+24,46.926,49.297,1.203149e+19,0.011,0.097,0.086,0.103,0.03119189,308320400000.0,0.00058176,0.00034761,25.873,1203116000000.0,9.64638,9.535092e+20,0.0
2012-03-07 05:00:00,5.685112e+22,53.582,92.506,108.243,63.238,0.004056,93066660000000.0,-0.05744128,-0.03259923,5844.389,2534.72,85129220000000.0,17325.64,1.789082e+24,47.455,49.615,1.230413e+19,0.011,0.095,0.085,0.1,0.03020286,311880900000.0,0.00059615,0.00033865,26.331,1217153000000.0,9.56014,9.871999e+20,0.0
2012-03-07 06:00:00,5.721936e+22,53.844,93.553,109.1,63.596,0.05089085,95414960000000.0,-0.05754699,-0.0328807,5951.849,2582.483,87391700000000.0,17322.84,1.806921e+24,47.84,50.183,1.272874e+19,0.012,0.099,0.087,0.105,0.03181675,331876000000.0,0.00058812,0.00033626,26.41,1295297000000.0,9.67186,1.008858e+21,0.0
2012-03-07 08:00:00,5.144891e+22,55.995,42.316,44.534,37.822,0.09193047,79602200000000.0,-0.0567371,-0.02095937,4111.75,1888.46,77892800000000.0,14142.7,1.692307e+24,51.54,57.002,1.378336e+19,0.015,0.095,0.082,0.102,0.03065134,366772200000.0,0.00079016,0.00029211,26.32,1431581000000.0,7.817881,9.354832e+20,0.0
2012-03-07 09:00:00,5.931791e+22,56.203,79.782,87.94,58.094,0.02302774,124216200000000.0,-0.05461022,-0.02314708,6080.454,2373.131,78705670000000.0,13498.78,1.838035e+24,51.253,55.795,1.455284e+19,0.013,0.083,0.079,0.085,0.02549538,347152900000.0,0.00065003,0.00027566,28.262,1354967000000.0,7.208497,9.81531e+20,0.0
2012-03-07 10:00:00,5.651356e+22,54.916,90.669,104.731,64.134,-0.03902584,97973610000000.0,-0.05392772,-0.02936954,5876.371,2348.359,80002980000000.0,16878.55,1.792341e+24,48.52,51.406,1.3068e+19,0.01,0.1,0.093,0.099,0.02957337,314040900000.0,0.00065521,0.00035545,28.421,1225653000000.0,9.562471,1.015443e+21,0.0
2012-03-07 11:00:00,5.644138e+22,55.054,91.071,105.472,64.344,-0.02478532,98755130000000.0,-0.05398782,-0.02972041,5913.701,2367.379,80070940000000.0,16812.8,1.778614e+24,48.608,51.596,1.292049e+19,0.011,0.1,0.089,0.101,0.03058739,323581900000.0,0.0006396,0.00035026,27.9,1262777000000.0,8.878675,9.392691e+20,0.0
2012-03-07 12:00:00,5.592037e+22,55.185,91.395,106.649,64.988,-0.04985437,97824880000000.0,-0.05501985,-0.03101864,5893.888,2406.922,85854520000000.0,17133.21,1.765616e+24,48.708,51.918,1.325905e+19,0.011,0.109,0.098,0.106,0.03200744,329843900000.0,0.00068234,0.00037914,29.42,1287072000000.0,9.079638,9.356772e+20,0.0
2012-03-07 13:00:00,5.579263e+22,55.268,92.212,107.24,65.591,-0.01889492,99684760000000.0,-0.05637147,-0.03153073,5972.467,2449.622,87917700000000.0,17041.07,1.758316e+24,48.717,52.229,1.361174e+19,0.011,0.111,0.099,0.109,0.03252375,335583500000.0,0.00068796,0.00038317,29.769,1309307000000.0,9.650028,9.957001e+20,0.0
2012-03-07 14:00:00,5.575129e+22,55.119,92.529,107.244,64.981,-0.03922148,98839800000000.0,-0.05367928,-0.02983486,5852.493,2318.945,86585630000000.0,16848.59,1.739216e+24,48.599,52.1,1.247025e+19,0.011,0.102,0.087,0.107,0.03197537,330069700000.0,0.00068233,0.00037655,29.267,1287634000000.0,8.952512,9.24134e+20,0.0
2012-03-07 15:00:00,5.624614e+22,55.252,91.551,105.165,64.32,-0.0219554,100352000000000.0,-0.05571004,-0.03009434,5878.719,2407.427,88998230000000.0,16391.48,1.74151e+24,48.701,52.232,1.465851e+19,0.011,0.115,0.111,0.103,0.03085687,327838400000.0,0.00067709,0.00037552,30.04,1278779000000.0,8.989287,9.550656e+20,0.0
2012-03-07 16:00:00,5.647766e+22,55.453,90.204,102.649,63.5,-0.04280055,100724200000000.0,-0.05660808,-0.02935496,5840.54,2415.414,89834170000000.0,16137.96,1.763548e+24,48.986,52.903,1.445444e+19,0.01,0.11,0.104,0.096,0.02896377,316514500000.0,0.00065437,0.00034352,28.266,1234486000000.0,8.652691,9.455614e+20,0.0
2012-03-07 17:00:00,5.597945e+22,55.406,90.529,102.647,64.19,-0.05504977,98491800000000.0,-0.05782517,-0.0300105,5769.901,2425.268,97201420000000.0,16487.51,1.769603e+24,49.0,53.06,1.187848e+19,0.01,0.091,0.08,0.096,0.02895104,310731200000.0,0.00064586,0.00033544,27.108,1211839000000.0,8.469939,9.090776e+20,0.0
2012-03-07 18:00:00,5.616637e+22,55.043,92.417,105.853,65.438,-0.03904119,97573770000000.0,-0.05834169,-0.03224353,5813.688,2515.995,100462300000000.0,17088.57,1.77091e+24,48.645,53.104,1.339316e+19,0.01,0.109,0.1,0.101,0.03064028,317529100000.0,0.00066096,0.00036677,28.619,1238299000000.0,9.389946,9.730921e+20,0.0
2012-03-07 19:00:00,5.651915e+22,54.635,93.418,107.587,65.446,-0.01905266,97865250000000.0,-0.05697332,-0.03225259,5880.619,2495.738,97164150000000.0,17021.42,1.749258e+24,48.309,52.506,1.163247e+19,0.011,0.096,0.081,0.105,0.03172615,326043400000.0,0.00058226,0.00032972,25.514,1271497000000.0,8.620052,8.85866e+20,0.0
2012-03-07 20:00:00,5.830592e+22,54.806,91.325,104.292,63.006,-0.02787718,102581300000000.0,-0.05677354,-0.02970938,5906.851,2508.422,97192840000000.0,15639.87,1.753752e+24,48.482,52.275,1.161317e+19,0.012,0.088,0.074,0.097,0.02920556,327491900000.0,0.00055708,0.00029169,24.628,1277187000000.0,7.335002,8.224987e+20,0.0
2012-03-07 21:00:00,5.760205e+22,54.67,91.269,103.554,63.482,-0.03855671,99253190000000.0,-0.05650214,-0.02917362,5714.365,2426.37,95554560000000.0,15921.13,1.758628e+24,48.363,52.531,1.117055e+19,0.011,0.084,0.072,0.09,0.02735979,302212800000.0,0.00055683,0.00028764,23.923,1178684000000.0,7.164621,7.91395e+20,0.0
2012-03-07 22:00:00,5.746921e+22,54.689,92.607,105.474,64.02,-0.06380248,97949750000000.0,-0.05716371,-0.0307561,5727.11,2491.336,95237690000000.0,16382.61,1.762499e+24,48.324,52.814,1.116492e+19,0.01,0.086,0.074,0.093,0.02822449,303649000000.0,0.00055172,0.00029697,24.055,1184410000000.0,7.225566,7.773518e+20,0.0
2012-03-07 23:00:00,5.736734e+22,54.521,95.652,108.253,65.81,-0.0278436,98824880000000.0,-0.05683351,-0.0318825,5831.83,2514.541,95201170000000.0,16658.69,1.744923e+24,48.07,52.434,1.112956e+19,0.011,0.09,0.075,0.099,0.03006032,314868400000.0,0.00054513,0.00030592,24.128,1228336000000.0,7.390929,7.741666e+20,0.0
2012-03-08 00:00:00,5.719951e+22,54.104,97.177,110.021,66.179,-0.05495642,97863970000000.0,-0.05606519,-0.03213141,5795.89,2488.513,90883760000000.0,16664.73,1.714107e+24,47.266,51.125,1.100644e+19,0.012,0.092,0.076,0.104,0.03123982,321327600000.0,0.00053907,0.00030903,23.933,1253728000000.0,7.359206,7.569557e+20,0.0
2012-03-08 01:00:00,5.722813e+22,54.005,97.724,110.187,66.265,-0.04700105,99242770000000.0,-0.05675877,-0.03214944,5843.046,2512.35,94094810000000.0,16397.52,1.701778e+24,47.225,51.131,1.104414e+19,0.013,0.092,0.076,0.104,0.03139323,325807300000.0,0.00054446,0.00030846,24.105,1271418000000.0,7.193508,7.465615e+20,0.0
2012-03-08 02:00:00,5.693418e+22,53.771,97.359,109.754,65.84,-0.08637316,96539820000000.0,-0.05644454,-0.03209584,5722.931,2481.009,95678440000000.0,16478.93,1.691712e+24,47.132,50.946,1.098085e+19,0.013,0.092,0.076,0.104,0.03143156,322673600000.0,0.00054576,0.00031042,23.995,1259401000000.0,7.268076,7.461343e+20,0.0
2012-03-08 03:00:00,5.670349e+22,53.679,98.028,110.153,66.079,-0.10253717,95543190000000.0,-0.05541364,-0.03145344,5660.299,2416.001,91537800000000.0,16563.86,1.689718e+24,47.138,51.109,1.090156e+19,0.012,0.092,0.076,0.103,0.03108505,317106000000.0,0.00054505,0.00030949,23.772,1237869000000.0,7.216503,7.361726e+20,0.0
2012-03-08 04:00:00,5.627227e+22,54.171,95.022,106.871,64.745,-0.06485932,95525180000000.0,-0.05561439,-0.03047913,5629.867,2375.33,90614440000000.0,16315.37,1.688702e+24,47.713,52.052,1.073598e+19,0.011,0.087,0.074,0.096,0.02910348,301232000000.0,0.00054301,0.00029769,23.2,1176071000000.0,6.988135,7.232983e+20,0.0
2012-03-08 05:00:00,5.563506e+22,54.215,93.396,105.079,63.304,-0.05018573,94769380000000.0,-0.05604791,-0.02881496,5447.684,2300.673,86367900000000.0,15641.6,1.658599e+24,47.692,51.799,1.040374e+19,0.01,0.081,0.07,0.089,0.02691668,285418300000.0,0.00054627,0.00028097,22.433,1114462000000.0,6.64485,7.046046e+20,0.0
2012-03-08 06:00:00,5.625454e+22,54.192,92.345,103.524,61.608,-0.04703436,96623570000000.0,-0.05611003,-0.02778764,5420.599,2310.236,87790730000000.0,14728.28,1.626222e+24,47.768,51.423,1.03896e+19,0.011,0.08,0.067,0.088,0.02663521,294092400000.0,0.00053657,0.00026582,22.1,1148429000000.0,6.243098,6.893311e+20,0.0
2012-03-08 08:00:00,5.148784e+22,53.546,59.285,63.848,45.856,0.10419182,70050730000000.0,-0.05274395,-0.02410523,3940.41,1878.039,82067930000000.0,14712.43,1.522343e+24,47.953,52.802,1.05368e+19,0.013,0.088,0.072,0.1,0.03027494,313264500000.0,0.00062438,0.00028546,22.24,1223368000000.0,6.652841,6.883909e+20,0.0
2012-03-08 09:00:00,5.73445e+22,56.467,85.251,89.312,58.622,-0.07008954,135694200000000.0,-0.05386541,-0.01970182,5652.425,2137.451,82993020000000.0,11174.22,1.609976e+24,51.695,56.561,1.218192e+19,0.013,0.074,0.061,0.079,0.02371378,341666900000.0,0.00059299,0.00021632,23.469,1334249000000.0,5.12118,7.37857e+20,0.0
2012-03-08 10:00:00,5.262664e+22,54.596,91.996,101.005,62.338,-0.03753784,92173580000000.0,-0.05657458,-0.02664533,4986.17,2126.617,83481510000000.0,14498.29,1.536768e+24,48.058,52.008,1.034011e+19,0.01,0.079,0.07,0.085,0.02588169,274336900000.0,0.0006027,0.00028406,22.671,1071251000000.0,6.61978,7.016738e+20,0.0
2012-03-08 11:00:00,5.278126e+22,54.442,92.118,101.185,61.446,-0.02679119,92838100000000.0,-0.05736367,-0.02686881,4989.412,2173.069,87431100000000.0,14022.82,1.506222e+24,47.854,51.416,1.037953e+19,0.011,0.08,0.07,0.088,0.02643273,283919900000.0,0.00058593,0.00027502,22.243,1108572000000.0,6.480332,6.960669e+20,0.0
2012-03-08 12:00:00,5.275264e+22,54.085,93.318,102.844,61.579,-0.01138698,94335270000000.0,-0.05733423,-0.02713613,5042.165,2177.973,88671970000000.0,14026.31,1.495104e+24,47.487,50.741,1.004897e+19,0.012,0.081,0.067,0.091,0.02757306,293909000000.0,0.00056786,0.00026888,21.58,1147447000000.0,6.079195,6.479985e+20,0.0
2012-03-08 13:00:00,5.241044e+22,54.111,94.362,103.779,62.101,0.00655486,95212190000000.0,-0.05758993,-0.02745313,5098.846,2178.076,90046010000000.0,14130.66,1.488981e+24,47.448,50.813,1.024294e+19,0.012,0.084,0.07,0.095,0.0285684,301031900000.0,0.00058979,0.00028112,22.303,1175111000000.0,6.30249,6.641083e+20,0.0
2012-03-08 14:00:00,5.220869e+22,54.081,94.663,103.793,62.343,-0.0362792,93769230000000.0,-0.0568911,-0.02706243,5012.301,2142.099,87697690000000.0,14119.02,1.48421e+24,47.407,50.684,1.018877e+19,0.012,0.083,0.069,0.094,0.02829919,297484900000.0,0.00058344,0.00027755,21.969,1161120000000.0,6.260691,6.581323e+20,0.0
2012-03-08 15:00:00,5.233454e+22,53.953,94.075,103.083,62.066,-0.03163023,92999280000000.0,-0.05801366,-0.02714735,4952.604,2172.575,91781890000000.0,13886.75,1.475968e+24,47.286,50.287,9.951234e+18,0.011,0.079,0.067,0.089,0.02687314,285624000000.0,0.00057622,0.00026967,21.581,1114695000000.0,6.00905,6.386781e+20,0.0
2012-03-08 16:00:00,5.156101e+22,53.938,93.6,101.965,62.651,-0.01986141,90874170000000.0,-0.05703522,-0.02652105,4880.108,2084.82,90837980000000.0,14076.61,1.469638e+24,47.241,50.516,9.7697e+18,0.01,0.077,0.067,0.086,0.02608784,272364500000.0,0.00060428,0.00028103,22.092,1062843000000.0,6.156287,6.427339e+20,0.0
2012-03-08 17:00:00,5.072016e+22,54.102,94.188,102.747,63.619,0.01738796,86605400000000.0,-0.05646464,-0.02760572,4725.311,2070.816,87593970000000.0,14724.96,1.467007e+24,47.608,51.569,9.66489e+18,0.01,0.08,0.069,0.089,0.02714616,270449600000.0,0.00058952,0.00028833,21.629,1055293000000.0,6.321304,6.29774e+20,0.0
2012-03-08 18:00:00,5.063602e+22,53.488,97.972,107.567,64.605,-0.01515817,85533680000000.0,-0.05638405,-0.02952883,4815.937,2117.394,86316840000000.0,15315.07,1.458476e+24,46.954,50.636,9.797991e+18,0.011,0.087,0.073,0.1,0.03033302,288865600000.0,0.00058849,0.00030832,22.108,1127106000000.0,6.676815,6.358424e+20,0.0
2012-03-08 19:00:00,5.159492e+22,53.043,97.309,107.131,62.843,0.04580049,87294470000000.0,-0.05652917,-0.02911938,4883.41,2162.259,87902280000000.0,14712.52,1.450878e+24,46.646,49.632,9.769992e+18,0.012,0.087,0.07,0.1,0.03026354,298444700000.0,0.00056666,0.00029201,21.683,1164477000000.0,6.463668,6.374162e+20,0.0
2012-03-08 20:00:00,5.242992e+22,53.581,94.494,102.858,61.422,-0.03761574,88314480000000.0,-0.05406571,-0.02613414,4798.042,2063.108,85639560000000.0,13952.89,1.462855e+24,47.126,50.164,9.565662e+18,0.011,0.078,0.065,0.089,0.02697123,282773000000.0,0.00054707,0.00026453,20.883,1103366000000.0,5.745407,6.023626e+20,0.0
2012-03-08 21:00:00,5.121847e+22,53.678,95.31,103.485,63.088,-0.05910958,85651890000000.0,-0.05312018,-0.02652914,4705.692,1992.524,84216180000000.0,14591.59,1.455502e+24,47.027,50.791,9.444e+18,0.011,0.079,0.067,0.09,0.02734116,272726400000.0,0.00056978,0.00028464,21.379,1064241000000.0,5.957442,5.942513e+20,0.0
2012-03-08 22:00:00,5.100696e+22,53.167,99.148,107.499,65.007,-0.03516399,85683650000000.0,-0.05298224,-0.02808286,4772.633,2019.719,86135170000000.0,15006.69,1.433353e+24,46.483,50.293,9.676837e+18,0.012,0.087,0.072,0.1,0.03050616,291377300000.0,0.00057262,0.00030359,21.834,1137142000000.0,6.242347,5.962332e+20,0.0
2012-03-08 23:00:00,5.084321e+22,52.885,101.273,110.151,65.25,-0.05930967,86193800000000.0,-0.05261828,-0.02838849,4824.081,2020.21,82320600000000.0,14962.46,1.414106e+24,46.08,49.134,9.904162e+18,0.014,0.092,0.074,0.109,0.03301153,311992800000.0,0.00059218,0.00031954,22.739,1217761000000.0,6.293231,5.947749e+20,0.0
2012-03-09 00:00:00,5.100091e+22,52.692,101.039,110.175,64.15,-0.00348904,87024070000000.0,-0.05424568,-0.02874558,4836.859,2081.237,86177450000000.0,14501.57,1.39439e+24,45.934,48.85,9.879216e+18,0.014,0.091,0.073,0.109,0.03294679,316797900000.0,0.00059017,0.00031283,22.65,1236708000000.0,6.149672,5.913179e+20,0.0
2012-03-09 01:00:00,5.11671e+22,52.348,100.581,109.597,63.91,0.01649036,88150810000000.0,-0.05341211,-0.02805667,4912.193,2046.931,83761750000000.0,14256.9,1.38141e+24,45.379,47.786,9.840966e+18,0.015,0.09,0.072,0.108,0.03270932,316934100000.0,0.00058846,0.00030921,22.559,1237446000000.0,6.029284,5.84202e+20,0.0
2012-03-09 02:00:00,5.078869e+22,52.253,101.233,109.897,63.78,0.04705513,86001560000000.0,-0.05263511,-0.02789003,4751.075,2007.134,86167870000000.0,14286.42,1.365467e+24,45.408,47.911,9.722032e+18,0.014,0.09,0.072,0.108,0.03273506,312875100000.0,0.00058683,0.00031102,22.383,1221805000000.0,5.994617,5.729534e+20,0.0
2012-03-09 03:00:00,5.020629e+22,52.305,102.105,110.492,64.152,-0.05972861,84862750000000.0,-0.05322025,-0.02844494,4707.856,2011.086,84089620000000.0,14446.33,1.356463e+24,45.191,47.763,9.705465e+18,0.014,0.091,0.074,0.11,0.03318157,311564000000.0,0.00058685,0.00031371,22.18,1216880000000.0,6.095476,5.723452e+20,0.0
2012-03-09 04:00:00,4.999214e+22,52.425,101.55,110.469,64.908,-0.09466887,83707610000000.0,-0.05426864,-0.02941871,4723.234,2041.129,88166300000000.0,14864.33,1.369634e+24,45.364,48.308,9.616127e+18,0.013,0.091,0.074,0.106,0.03224206,297086000000.0,0.00058176,0.0003155,21.89,1160499000000.0,6.257512,5.765818e+20,0.0
2012-03-09 05:00:00,5.015915e+22,52.926,98.885,106.833,64.042,-0.06476961,83783410000000.0,-0.05484528,-0.02842217,4648.561,2039.689,91729860000000.0,14483.85,1.380413e+24,45.886,48.968,9.245455e+18,0.011,0.082,0.069,0.094,0.0287147,273671400000.0,0.00056208,0.00029132,20.907,1069161000000.0,5.926327,5.64821e+20,0.0
2012-03-09 06:00:00,5.037967e+22,52.625,96.579,104.263,61.941,-0.00536621,83318500000000.0,-0.0539864,-0.02634985,4510.068,1969.81,89480770000000.0,13805.76,1.370663e+24,45.643,48.348,9.015817e+18,0.011,0.076,0.064,0.087,0.02649912,263088400000.0,0.00056667,0.00027665,20.681,1027902000000.0,5.710496,5.669492e+20,0.0
2012-03-09 09:00:00,5.414535e+22,54.813,89.651,92.208,58.02,-0.00165565,124168800000000.0,-0.05399669,-0.01947524,5048.079,1994.011,87921030000000.0,10205.12,1.387676e+24,49.622,53.504,1.0959e+19,0.015,0.074,0.057,0.085,0.02525265,343381600000.0,0.00056985,0.00020561,21.051,1341653000000.0,4.359363,5.927793e+20,0.0
2012-03-09 10:00:00,4.852161e+22,52.511,98.545,104.966,63.509,0.05274691,79961000000000.0,-0.05418063,-0.02644346,4270.492,1888.407,84397840000000.0,13849.74,1.313559e+24,45.391,47.533,8.91602e+18,0.01,0.077,0.067,0.088,0.02665587,252813900000.0,0.00058098,0.00028358,20.251,987727300000.0,5.936104,5.630015e+20,0.0
2012-03-09 11:00:00,4.893277e+22,52.543,97.21,103.465,62.483,0.01773906,82232720000000.0,-0.05482894,-0.02564553,4364.429,1905.36,86665100000000.0,13272.42,1.309568e+24,45.492,47.591,9.07955e+18,0.01,0.076,0.066,0.086,0.02594817,256026400000.0,0.00059339,0.00027813,20.664,1000188000000.0,5.964151,5.884732e+20,0.0
2012-03-09 12:00:00,4.916624e+22,52.584,96.682,102.82,61.678,0.07737074,83433770000000.0,-0.05582949,-0.02574006,4371.884,1950.17,85183340000000.0,12920.35,1.300036e+24,45.378,47.539,9.034549e+18,0.011,0.076,0.064,0.087,0.02638453,265479300000.0,0.00058446,0.00026964,20.429,1037001000000.0,5.608883,5.643618e+20,0.0
2012-03-09 13:00:00,4.922616e+22,52.472,96.605,103.25,61.143,0.01622691,83046280000000.0,-0.0547308,-0.02517662,4296.898,1911.484,84058490000000.0,12845.42,1.29526e+24,45.213,47.168,9.099321e+18,0.011,0.076,0.064,0.088,0.02663453,268567700000.0,0.00057863,0.00026627,20.216,1048936000000.0,5.563035,5.609454e+20,0.0
2012-03-09 14:00:00,4.93285e+22,52.206,97.152,103.337,61.352,0.03401607,83793060000000.0,-0.05510507,-0.025366,4358.728,1924.696,81007030000000.0,12790.41,1.288915e+24,45.131,47.293,9.094701e+18,0.011,0.076,0.064,0.087,0.02644545,266496100000.0,0.00057551,0.00026495,20.103,1040715000000.0,5.600253,5.643487e+20,0.0
2012-03-09 15:00:00,4.892154e+22,52.389,96.544,102.712,61.173,0.08371857,82379620000000.0,-0.05449111,-0.02500704,4288.528,1879.329,80396550000000.0,12821.61,1.279681e+24,45.203,47.402,8.919564e+18,0.01,0.074,0.063,0.084,0.02555374,255042900000.0,0.00058379,0.00026797,20.139,995872100000.0,5.593458,5.582635e+20,0.0
2012-03-09 16:00:00,4.847947e+22,51.951,98.333,103.945,62.597,0.10316069,80616380000000.0,-0.05445927,-0.02593215,4266.402,1873.987,80324860000000.0,13186.44,1.265535e+24,44.846,46.873,8.901934e+18,0.01,0.076,0.066,0.086,0.02617172,251176300000.0,0.00058292,0.00027768,20.067,980677800000.0,5.781705,5.548843e+20,0.0
2012-03-09 17:00:00,4.832973e+22,51.77,100.671,106.851,63.847,0.17689122,79234910000000.0,-0.05439236,-0.02757462,4246.736,1911.307,83531700000000.0,13586.24,1.250641e+24,44.589,46.814,9.109652e+18,0.011,0.082,0.07,0.095,0.02873858,264544500000.0,0.00057767,0.0002929,20.302,1032797000000.0,6.024017,5.545231e+20,0.0
2012-03-09 18:00:00,4.922736e+22,50.695,102.788,110.054,62.776,0.13089609,80860640000000.0,-0.05437638,-0.0281889,4476.523,1956.536,79786020000000.0,13354.55,1.230981e+24,43.638,44.967,9.325256e+18,0.013,0.087,0.072,0.101,0.03045355,280711400000.0,0.00056723,0.0002941,20.413,1095869000000.0,5.987542,5.519131e+20,0.0
2012-03-09 19:00:00,5.127901e+22,51.124,100.255,107.081,60.367,0.12581214,84983890000000.0,-0.05377131,-0.02543868,4480.507,1967.911,85457100000000.0,12122.94,1.245465e+24,44.076,45.148,9.144524e+18,0.012,0.078,0.063,0.09,0.02727773,280241000000.0,0.00053717,0.0002542,19.665,1094029000000.0,5.279148,5.423594e+20,0.0
2012-03-09 20:00:00,5.055961e+22,50.672,99.951,106.239,60.85,0.12826784,79925470000000.0,-0.05190502,-0.0248157,4258.561,1860.16,80097680000000.0,12324.5,1.226922e+24,43.448,44.587,8.939845e+18,0.011,0.075,0.064,0.085,0.02590918,257929700000.0,0.00054728,0.0002617,19.617,1006964000000.0,5.2482,5.224661e+20,0.0
2012-03-09 21:00:00,5.002415e+22,50.37,103.843,110.538,63.689,0.08919786,79462000000000.0,-0.05173101,-0.02645961,4332.835,1873.42,80623050000000.0,12990.54,1.221512e+24,43.121,44.379,9.372217e+18,0.012,0.083,0.071,0.095,0.02900506,272737100000.0,0.0005529,0.00028286,20.027,1064850000000.0,5.612119,5.277123e+20,0.0
2012-03-09 22:00:00,4.999197e+22,50.076,106.348,113.187,63.573,0.13257715,79831540000000.0,-0.05237447,-0.02758148,4379.811,1919.175,80221120000000.0,12977.1,1.199239e+24,42.732,43.563,9.848071e+18,0.014,0.091,0.076,0.107,0.03251166,300446600000.0,0.00058465,0.00030793,21.426,1173162000000.0,5.804047,5.363633e+20,0.0
2012-03-09 23:00:00,5.044888e+22,49.67,105.32,111.688,61.534,0.15417509,80394140000000.0,-0.05147999,-0.02601287,4288.12,1881.537,80683190000000.0,12228.99,1.174702e+24,42.386,42.912,9.91383e+18,0.015,0.089,0.073,0.107,0.03242969,311515500000.0,0.00058847,0.00029739,21.51,1216548000000.0,5.628297,5.406472e+20,0.0
2012-03-10 00:00:00,5.03522e+22,49.806,102.491,108.37,59.71,0.13606989,78236320000000.0,-0.04954801,-0.02428113,4151.547,1791.389,74971510000000.0,11872.42,1.163265e+24,42.651,43.167,9.561396e+18,0.014,0.084,0.07,0.101,0.03039079,297770300000.0,0.00058366,0.00028605,21.104,1163051000000.0,5.509968,5.398691e+20,0.0
2012-03-10 01:00:00,5.037386e+22,49.684,101.106,106.783,58.738,0.15274531,76191140000000.0,-0.0477394,-0.02314525,4027.987,1716.614,73550470000000.0,11747.05,1.157065e+24,42.542,43.13,9.374567e+18,0.013,0.081,0.068,0.096,0.0291249,286875500000.0,0.00057332,0.00027797,20.616,1120686000000.0,5.331652,5.25159e+20,0.0
2012-03-10 02:00:00,5.058588e+22,49.592,101.816,107.346,58.948,0.13016221,77339330000000.0,-0.04828106,-0.02325927,4059.126,1739.514,78556120000000.0,11602.16,1.152362e+24,42.401,42.977,9.491805e+18,0.013,0.082,0.068,0.098,0.02941975,292206100000.0,0.00057661,0.00027785,20.78,1141703000000.0,5.329218,5.293145e+20,0.0
2012-03-10 03:00:00,5.071871e+22,49.412,103.703,109.571,59.916,0.04929834,79289660000000.0,-0.04827322,-0.02367854,4185.133,1751.62,75857540000000.0,11695.61,1.149001e+24,42.389,42.809,9.849521e+18,0.014,0.086,0.071,0.103,0.03121657,306678100000.0,0.00058915,0.00028899,21.378,1198440000000.0,5.489745,5.393239e+20,0.0
2012-03-10 04:00:00,5.086073e+22,49.328,105.593,111.766,61.639,0.03140034,80465190000000.0,-0.04902154,-0.02468292,4263.692,1792.449,76640030000000.0,12101.57,1.167154e+24,42.222,42.671,1.013759e+19,0.015,0.089,0.075,0.106,0.0320973,309567300000.0,0.00059191,0.00029808,21.646,1209904000000.0,5.510441,5.314629e+20,0.0
2012-03-10 05:00:00,5.035138e+22,49.637,105.461,111.697,63.021,0.04592669,78803190000000.0,-0.04954021,-0.02541837,4243.246,1797.536,76343580000000.0,12587.83,1.182224e+24,42.606,43.201,9.74685e+18,0.013,0.086,0.074,0.099,0.03017834,283428800000.0,0.00057226,0.00029371,20.771,1107874000000.0,5.498385,5.163971e+20,0.0
2012-03-10 06:00:00,5.099257e+22,49.135,103.255,108.452,61.572,-0.03135661,77454970000000.0,-0.04648908,-0.02292616,4133.545,1673.564,72975790000000.0,12067.65,1.169941e+24,42.141,42.078,9.163869e+18,0.011,0.077,0.067,0.088,0.02660354,257917400000.0,0.000539,0.00026588,19.409,1008240000000.0,5.222571,5.063206e+20,0.0
2012-03-10 09:00:00,5.5182e+22,51.283,96.511,99.786,57.915,-0.03456957,115483400000000.0,-0.04790671,-0.01797218,4862.297,1766.701,77220340000000.0,9225.928,1.204832e+24,46.013,47.418,1.159184e+19,0.016,0.079,0.063,0.09,0.02668466,348480000000.0,0.00056335,0.00021138,20.779,1362301000000.0,4.35917,5.692724e+20,0.0
2012-03-10 10:00:00,4.959837e+22,49.137,105.044,110.546,62.774,0.036065,77321330000000.0,-0.04609608,-0.02284746,4122.458,1617.692,72391380000000.0,12085.32,1.136425e+24,42.16,41.953,9.456541e+18,0.011,0.082,0.072,0.09,0.0274846,258447400000.0,0.00057629,0.00028561,20.223,1010276000000.0,5.753908,5.410601e+20,0.0
