,bas_Bz_mean,bas_Bz_std,bas_Bz_skew,bas_Bz_kurt,bas_Bz_tot,bas_Bz_totabs,bas_Bh_mean,bas_Bh_std,bas_Bh_skew,bas_Bh_kurt,bas_gamma_mean,bas_gamma_std,bas_gamma_skew,bas_gamma_kurt,bas_GradB_mean,bas_GradB_std,bas_GradB_skew,bas_GradB_kurt,bas_GradBz_mean,bas_GradBz_std,bas_GradBz_skew,bas_GradBz_kurt,bas_GradBh_mean,bas_GradBh_std,bas_GradBh_skew,bas_GradBh_kurt,bas_J_mean,bas_J_std,bas_J_skew,bas_J_kurt,bas_itot,bas_itotabs,bas_itot_polarity,bas_Jh_mean,bas_Jh_std,bas_Jh_skew,bas_Jh_kurt,bas_ihtot,bas_ihtotabs,bas_twist_mean,bas_twist_std,bas_twist_skew,bas_twist_kurt,bas_hc_mean,bas_hc_std,bas_hc_skew,bas_hc_kurt,bas_hctot,bas_hctotabs,bas_shear_mean,bas_shear_std,bas_shear_skew,bas_shear_kurt,bas_rho_mean,bas_rho_std,bas_rho_skew,bas_rho_kurt,bas_totrho,bas_entropy,date,hnum
0,12.551728314418135,142.08258968166473,1.0084667765339115,34.205069222933204,17256262.57,3439550.1100000013,87.11693470593707,73.4901578658244,4.899772549872754,36.9731085175796,0.07505447151469363,0.5341104820506444,-0.15213297108357735,-0.45029394191585803,38.21333422729848,38.807086783083584,3.661691321758914,17.837884144478146,31.35972939083121,38.712259207214785,3.7472253809255203,17.73844234031608,29.906491034558336,21.06388838901934,2.946215996657219,17.850074348663167,-2.263125734094635,3896.203501293804,-0.022918940599467367,0.10882871480158007,848926941.7862077,620164.3449139528,2277209.218014083,28872.882156119627,409055.95823074033,1.9128436139423448,172.45671961404156,53437010183.68333,7912035897.241462,0.829102543273745,6005.787747124149,-1.5030318253393675,6952.822742008592,-8872.539404120906,614715.834871851,-4.343109944148118,196.98637987767884,52725091946.282524,2431341972.9112515,1.1620244673754747,0.5484497508612148,0.5470280771469163,0.21206396882091738,123.90872755986429,325.7504229233889,16.2568144056766,438.55237674712555,33954708.61322961,0.0,2015-02-10 16:00:00,5151
0,35.39352534394044,219.23389737179846,0.7501341516287352,15.182539056310414,36982949.43000001,9698887.749999998,100.49613271604525,94.82892278854787,4.582589313754404,29.325223625833374,0.23019179828312158,0.8705192394774036,-0.3851452618777812,-1.2920688011240071,43.24929661610746,28.91648980640863,2.007850731276647,7.420255246812525,51.0128516184897,34.53601598223787,1.6464186517136685,5.412250047047454,33.727926460423774,20.63201274383957,1.0736744596328645,1.9843783389285274,-3.075859630440447,3590.409226517575,-0.0006389016306391374,0.40774661671714973,762391585.3677502,842877.8145295957,1183422.4420380413,-18691.254637799328,332406.9785521993,-4.316479330877937,83.42010771235825,48199314315.92488,5121964508.39615,5.163757823261779,3210.605467027787,-14.231199664759218,25728.55680276341,1658.7521119356813,641212.8243878385,-0.40837252413284864,189.10188837904045,83356050439.01666,454547841.2337347,0.8638821441686718,0.5576639927775238,1.121514429816737,1.060873596900053,150.11289574362777,630.2743458566594,11.894085058901663,176.88874286434077,41135436.82062632,0.0,2015-02-05 01:00:00,5151
